Review_id,Google_review_id,Restaurant_id,Reviewer_name,Reviewer_info,Rating,Review_time,Review_text,Service_rating,Food_rating,Atmosphere_rating,Service_type,Meal_type,Language,Created_at,Crawl_date
4313,ChdDSUhNMG9nS0VJQ0FnSUNGbE42U2tBRRAB,41,Attila Von Barloewen,Local Guide · 14 reviews · 39 photos,5.0,a year ago,"Amazing place and so unexpected tbh!

Nice atmosphere and good design, also good for a date with ur partner.

Food was excellent and high quality ingredients.
Authentic Moroccan and Mediterranean cuisine 🙏🏼

Best part was that the super friendly owner, Samir, gave us recommendations and had a good chat with us as well. He knows what he is doing and apparently worked in different countries as a chef. My wife and me will definitely come back!

Ps: halal food on the menu 👍🏻👍🏻👍🏻",5,5,5,Dine in,Dinner,,2024-10-03,2025-10-03
4314,ChZDSUhNMG9nS0VJQ0FnSUQ1NDhiV0VBEAE,41,ilknur altunbas,Local Guide · 14 reviews,5.0,a year ago,I am so in love with the taboule please everyone GIVE A TRY it taste amazing feel like I went to an other country,5,5,5,Dine in,Lunch,,2024-10-03,2025-10-03
4315,ChdDSUhNMG9nS0VJQ0FnSUQ1b3V2Z3dRRRAB,41,Kenneth Muir,Local Guide · 20 reviews · 53 photos,5.0,a year ago,"Fancied a change. We came across this place, the food was lovely, service was excellent 👍",5,5,5,,,,2024-10-03,2025-10-03
4316,ChRDSUhNMG9nS0VJQ0FnSUQ1ck9vSBAB,41,Adriaan Gsm,Local Guide · 57 reviews · 178 photos,5.0,a year ago,Food is excellent and the chef is great. Don't look at the menu. Trust the chef and follow his recommendations. This man cooks with the heart and knows how to cook excellent dishes. Best Morrocan food in the whole region! Definitely a must try when you fancy something other than Vietnamese food.,5,5,5,,,,2024-10-03,2025-10-03
4317,ChdDSUhNMG9nS0VJQ0FnSUM1b2ZyaXVRRRAB,41,尼馬旦周,2 reviews · 3 photos,5.0,a year ago,"The chef received us very attentively 👍🏻👍🏻 and recommended delicious Moroccan dishes. The dishes were served in an orderly manner. If we didn't place an order, all the dishes would be served immediately.",,,,Dine in,Lunch,Chinese,2024-10-03,2025-10-03
4318,ChdDSUhNMG9nS0VJQ0FnSUM1OU1UMnF3RRAB,41,Yvette Edmans,5 reviews,5.0,a year ago,Super lovely owner and food was amazing! Thanks so much!,,,,,,,2024-10-03,2025-10-03
4319,ChdDSUhNMG9nS0VJQ0FnSURadWRueGhnRRAB,41,Toni-é MANI,Local Guide · 59 reviews · 73 photos,5.0,a year ago,"Good food, good service, clean restaurant, Samir (the Chief) is very passionate by his cuisine and also eager to suggest you his menu.
I really enjoyed the experience, i will definitely come back.",5,5,5,,,,2024-10-03,2025-10-03
4320,ChZDSUhNMG9nS0VJQ0FnSURabVlyZ0JnEAE,41,Nadine DELESCAILLE,Local Guide · 52 reviews · 11 photos,5.0,a year ago,"Excellent meal, which was a change from Vietnamese cuisine 😀
The hummus is killer, the eggplant caviar too and the kofta tagine is just as good. There weren't enough of us to taste all the dishes on the menu, but I ate for two because it was so good. It was also a pleasure to be able to speak French with Samir, the charming boss, who kindly summarized his journey for us 🥰
I would definitely go back this evening...!",5,5,5,,Dinner,French,2024-10-03,2025-10-03
4321,ChZDSUhNMG9nS0VJQ0FnSURabWNqM2F3EAE,41,Did B,Local Guide · 21 reviews · 15 photos,5.0,a year ago,"If you need a break from local cuisine and you're up for trying new flavours, come listen to Samir's story and let him take you on a savoury journey to Morocco, his home country!
All dishes were really tasty and it felt like we were welcomed in this cute and cozy place like family.
The best way to enjoy the experience is to follow the chef's suggestions and share your dishes with your friends so you get a chance to try a bit of everything 🤩",5,5,5,Dine in,,,2024-10-03,2025-10-03
4322,ChdDSUhNMG9nS0VJQ0FnSURab2M2anh3RRAB,41,Chin Chin,2 reviews,5.0,2 years ago,Perfect,5,5,5,,,,2023-10-03,2025-10-03
4323,ChZDSUhNMG9nS0VJQ0FnSURaa0lhS09nEAE,41,Tariq Almuhareb,Local Guide · 192 reviews · 208 photos,5.0,2 years ago,"Delicious Moroccan food 😋
It has soup, tagine, and other Moroccan and halal dishes
The restaurant owner, Samir, is very helpful",5,5,3,Dine in,Lunch,Arabic,2023-10-03,2025-10-03
4324,ChZDSUhNMG9nS0VJQ0FnSUNaXy15bUdnEAE,41,Adam,Local Guide · 18 reviews · 21 photos,5.0,2 years ago,"As my wife and I stepped into Bladi to celebrate our anniversary, we had high hopes for an extraordinary evening. Little did we know that our experience would surpass all expectations, creating a memory that would be etched in our hearts forever.

Our evening began with a warm welcome from the owner himself, who took us to our beautifully set table. We were immediately struck by the fragrant aroma of exotic spices that wafted from the open kitchen. The ambiance was set, and our senses were already tingling with anticipation.

Now, let's talk about the star of the evening: the food. The cuisine at Bladi was unlike anything we had ever experienced. Every dish was a symphony of flavors and colors that danced on our taste buds.

One particular highlight was the briwats. They were both savory and sweet, unlike anything I had tasted before. They had a depth of flavor that left us craving more. The presentation of each dish was also a work of art, with vibrant colors and intricate patterns that showcased the culinary skill of the chef.

Speaking of the chef (the owner), we were absolutely touched by his generosity. He surprised us with a stunning bouquet of flowers. They absolutely added an extra layer of romance to our celebration. What made it even more special was that he didn’t charge us a single penny for it. It was a heartfelt gesture that truly made our anniversary unforgettable.

The service throughout the evening was impeccable. The chef was knowledgeable about the menu, offering well thought out recommendations. He was attentive without being intrusive, making us feel like honored guests in his kingdom.

To top it all off, we ended our evening with a decadent dessert that was the perfect finale. I highly recommend the rose crepes, a new addition to the menu. They are unlike anything I have tasted before.

Our anniversary celebration at Bladi was nothing short of magical. The combination of exquisite Moroccan cuisine, a charming ambiance, and the chef's thoughtful gestures made it an evening we will cherish forever. If you're looking for a unique and unforgettable dining experience, look no further than Bladi. We can't wait to return in the near future. Thank you for going above and beyond, and for making our anniversary truly extraordinary!",5,5,5,,,,2023-10-03,2025-10-03
4325,ChdDSUhNMG9nS0VJQ0FnSUNadjVibmd3RRAB,41,johan teunis,2 reviews,5.0,2 years ago,"We love to be in Vietnam, but our last week of holiday we were craving for some different food. We found this amazing place where we got greeted by the owner. The food was amazing, super delicious! The service and talk with the owner was great and fun. It was a small cozy restaurant that I definitely would recommend to anyone.

Best regards, the Dutch Couple",5,5,5,Dine in,Dinner,,2023-10-03,2025-10-03
4326,ChdDSUhNMG9nS0VJQ0FnSUNaOGNpNmpBRRAB,41,Willemin Laura,4 reviews · 8 photos,5.0,2 years ago,"We went to the Bladi restaurant this evening with my darling and what a great discovery. The place is sublime, we thought we were in Morocco.
The cuisine is excellent, we loved the concept.
Samir, the chef will be there to advise you, and help you discover the flavors of Morocco in all his dishes. In addition he is extremely kind, we had a superb evening.
Bladi was a great discovery.
We will come back with great pleasure during our next visit to Da Nang, that’s for sure.
A big thank you to you Samir and see you soon.
Sofien and Laura",5,5,5,Dine in,Dinner,French,2023-10-03,2025-10-03
4327,ChdDSUhNMG9nS0VJQ0FnSUNaMGFIMV9RRRAB,41,Michael Wakefield,Local Guide · 21 reviews · 1 photo,5.0,2 years ago,"My wife & I thoroughly enjoyed our visit to this restaurant! Lots of excellent vegetarian options including hummus w/ Moroccan bread, pineapple tabouli, & Moroccan carrot salad. We shared our first Moroccan mint tea together with a Moroccan cookie, which was amazing! Thank you to the kind, thoughtful, & very attentive Chef who ensured that everything was OK throughout the evening. All the best to the Bladi Restaurant!",5,5,5,Dine in,Dinner,,2023-10-03,2025-10-03
4328,ChZDSUhNMG9nS0VJQ0FnSUNaNGVhMVpBEAE,41,Nora Fadi,1 review,2.0,2 years ago,"The food is good and authentic. That’s not the issue.
Unfortunately the owner is the worst host ever. Very rude and arrogant. If you don’t care about how you are treated and only care about the food i suggest you can go there. But if the way you are treated is also important i suggest you to stay far away from this place. We got insulted by the owner multiple times as we were there. From his reaction on someone’s review here you can see his attitude.

He might understand the concept of moroccan food but he needs to take lessons on the moroccan hospitality. I hope the owner will accept the criticism of his guests and uses it to improve.",1,4,3,Dine in,Dinner,,2023-10-03,2025-10-03
4329,ChZDSUhNMG9nS0VJQ0FnSUNaMHJPZVVnEAE,41,farah nawaz,3 reviews · 7 photos,5.0,2 years ago,"it was my first time experiencing Morocco food, I really love it, and it was very tasty 😋  especially the burger it was too yummy. All in all, I try Morocco food are mouth watering. 😋  overall, everything was good 👍",5,5,5,Dine in,Dinner,,2023-10-03,2025-10-03
4330,ChdDSUhNMG9nS0VJQ0FnSUNadkxyY3FBRRAB,41,Ankita Goyal,Local Guide · 61 reviews · 80 photos,5.0,2 years ago,"Quaint little restaurant in a small alley. Food was outstanding. Not something one would find anywhere else easily.  They are very particular about advance reservations. So make sure you have booked your table in advance. Service is a little slow, but then all good things take time.",3,5,4,,,,2023-10-03,2025-10-03
4331,ChZDSUhNMG9nS0VJQ0FnSUNaNkxxQ2ZREAE,41,Kevin Maro,Local Guide · 64 reviews · 273 photos,5.0,2 years ago,"The first thing I want to say is that the owner is passionate.
I saw a Google review and it said it was my first time to eat a restaurant like this and it keeps coming to mind.
I went with my girlfriend :)

I definitely recommend it to anyone who wants to experience it.
However, the price is a little high.

The only downside was that there was no air conditioning.
To be honest, I'm not sure about the taste....
I am not the type of person to save money on Michelin-starred restaurants and food.
I am so interested in food that I even write a food blog.
It's not a food that Koreans would particularly like.

Want to experience Moroccan food? great.
The owner is so kind and nice.",5,3,3,Dine in,,Korean,2023-10-03,2025-10-03
4332,ChdDSUhNMG9nS0VJQ0FnSURCanI2VWlRRRAB,41,Atilla The Fun,1 review,5.0,Edited 2 years ago,"Locals are lucky to have this place nearby

Didn’t try as much as I wanted but what I had was highest quality clearly made with real care

Highly recommended

Want to try everything on their menu and jealous if you do",,,,,,,2023-10-03,2025-10-03
4333,ChdDSUhNMG9nS0VJQ0FnSURwOV95bTlnRRAB,41,Akash Singhal,Local Guide · 32 reviews · 27 photos,5.0,2 years ago,"This place  was highly recommended on Google so went there with my wife and had lamb kefta , truth be told, it still haunts me. Probably the best dinner I had in Vietnam. The preparation and presentation both were top notch. 5 stars from me",3,5,3,Dine in,Dinner,,2023-10-03,2025-10-03
4334,ChZDSUhNMG9nS0VJQ0FnSURwN3RIc1RnEAE,41,dao kim phuong,Local Guide · 27 reviews · 45 photos,5.0,2 years ago,"The food is really delicious! Gorgeous decoration.  I really like Bladi, the chef is very passionate about each dish.",5,5,5,,,Vietnamese,2023-10-03,2025-10-03
4335,ChZDSUhNMG9nS0VJQ0FnSURwZ3ZMSlBREAE,41,Bruno Tallotte,12 reviews · 4 photos,5.0,2 years ago,"A place not to be missed, a Chef Samir at the top. A Moroccan who cooks with his heart. We had dinner with my 2 children. Absolutely all dishes were delicious. We will come back for the couscous but ordered a day before.",5,5,5,,,French,2023-10-03,2025-10-03
4336,ChZDSUhNMG9nS0VJQ0FnSURwa0lURGVnEAE,41,Irena Petkovic,Local Guide · 44 reviews · 90 photos,5.0,2 years ago,"Visiting Bladi Restaurant was an experience for itself. Service was spotless, food unbelievably delicious and the atmosphere perfect for celebrating special occasions. You must try beef tartare and chicken pastilla 💕 They surprised me with a delicious chocolate dessert for my birthday 🎂 such a kind gift! If you are looking for a special place in Da Nang, for a strong taste, visit Bladi! 🌿",5,5,5,Dine in,Lunch,,2023-10-03,2025-10-03
4337,ChdDSUhNMG9nS0VJQ0FnSURwd09yMXZBRRAB,41,Asterozoan Asterozoan,10 reviews,1.0,2 years ago,"Unfortunately the aggressive attitude of the owner really ruins this otherwise lovely restaurant. Bladi is kind of notorious in Da Nang as somewhere many people only go once, but do not return to because they found the owner too difficult to deal with.
It's a real shame because everyone agrees that the food is good.",,,,,,,2023-10-03,2025-10-03
4338,ChdDSUhNMG9nS0VJQ0FnSUNwMzVfU3J3RRAB,41,jujujun jun,1 review · 1 photo,5.0,2 years ago,"It's really delicious. I came to Vietnam and the only thing I remember is the food here. Everything we ordered was delicious. The owner is also very witty!! I'm not sure if dessert is usually free, but when I offered it to them, they declined and said they'd go to the bar, so they just gave us a homemade shot, which was delicious too. Oh, and it seems like reservations fill up quickly. When we went, all the seats were taken. There aren't many tables, so I recommend making a reservation.",5,5,5,Dine in,Dinner,Korean,2023-10-03,2025-10-03
4339,ChZDSUhNMG9nS0VJQ0FnSUNwcTRtYmZREAE,41,Tigre54,Local Guide · 16 reviews · 8 photos,5.0,2 years ago,"Where to start? The decor? Perfect. The food? Perfect. The staff? Perfect (don't forget to say hello when you arrive).

I can't recommend this restaurant highly enough, which is now owned by a friend, who previously only owned it for me.

Don't hesitate to chat with him if you want to add a finishing touch to your meal to make it just as perfect as it was for me!

Being of Algerian descent, I felt a taste of Morocco in the dish, which is how excellent it is!!

Run and raid his supplies and make him sweat by flooding him with orders; he deserves it.

Okay, I've already gone on too long, I highly recommend it!!!!

PS: I arrived less than an hour before closing time and they welcomed me with pleasure😁",5,5,5,Dine in,Dinner,French,2023-10-03,2025-10-03
4340,ChZDSUhNMG9nS0VJQ0FnSUNwZzRLM0V3EAE,41,Bojan Ralic,Local Guide · 64 reviews · 95 photos,5.0,2 years ago,"The service, atmosphere and of course the food... everything was excellent. Made me miss Morocco instantly.
Brought my girl here for her birthday and the owner made it more then special 🙏 thank you",5,5,5,Dine in,Lunch,,2023-10-03,2025-10-03
4341,ChdDSUhNMG9nS0VJQ0FnSUNwcXVpeGt3RRAB,41,fila badr,4 reviews · 1 photo,5.0,2 years ago,"Great welcome
Excellent, fresh food.
I recommend it 100%.
Thank you!",5,5,5,,,French,2023-10-03,2025-10-03
4342,ChdDSUhNMG9nS0VJQ0FnSUNKOV9Ibl9BRRAB,41,일하는김에,2 reviews · 1 photo,5.0,Edited 2 years ago,"It was so delicious I wanted to hide it. I was so satisfied with the atmosphere, the taste, and even the chef's wit!",5,5,5,Dine in,Dinner,Korean,2023-10-03,2025-10-03
4343,ChZDSUhNMG9nS0VJQ0FnSURKdTdLaFBBEAE,41,Jemand,Local Guide · 36 reviews · 17 photos,5.0,2 years ago,"Absolutely recommendable! The food is fantastic, the owner is incredibly friendly, and the restaurant is incredibly cozy. There are also plenty of vegetarian options, such as a Moroccan carrot salad (definitely try it!).
It's a good idea to make a reservation in advance to secure a spot, as everything is freshly prepared and capacity is limited.",5,5,5,Dine in,Dinner,German,2023-10-03,2025-10-03
